genre,bars_confidence,bars_start,beats_confidence,beats_start,sections_confidence,sections_start,segments_confidence,segments_loudness_max,segments_loudness_max_time,segments_loudness_start,segments_pitches,segments_start,segments_timbre,songs,tatums_confidence,tatums_start,artist_terms,artist_terms_freq,artist_terms_weight,similar_artists,songs2,artist_mbtags,artist_mbtags_count,songs3
Reggae,0.17376129,116.6662586,0.236557325,118.2154332,0.6317,121.138929,0.677917017,-18.13698739,0.060429664,-28.23632773,0.316520483,119.6740883,12.69291702,NA,0.236557325,118.2154332,NA,0.429171685,0.520062451,NA,NA,NA,1,NA
Blues,0.351277929,135.8868113,0.351277929,135.8868113,0.3174,122.576058,0.710780822,-13.6691016,0.06723597,-24.46280594,0.275115963,135.946497,-8.516044425,NA,0.488122616,136.0714115,NA,0.611444362,0.682375519,NA,NA,NA,1,NA
Electronic,0.254140652,184.8116173,0.254140652,184.8116173,0.539076923,179.9931538,0.663150173,-13.57164154,0.036517733,-24.66126295,0.25682336,193.6486921,3.865312428,NA,0.602496,184.7061479,NA,0.696671642,0.711941783,NA,NA,NA,NA,NA
Rock,0.155836634,163.3459405,0.209462485,164.5496017,0.730083333,145.098995,0.436031183,-7.959669892,0.048716473,-13.69186237,0.395786201,143.9151762,5.920810215,NA,0.055113161,164.448956,NA,0.454180281,0.543002626,NA,NA,NA,1.111111111,NA
Rock,0.139891892,127.0110418,0.548964765,127.6537455,0.626153846,121.7575923,0.447309202,-5.302230675,0.049556822,-11.52867239,0.406739673,121.9839954,7.723309816,NA,0.28172651,127.7609073,NA,0.479363831,0.532975612,NA,NA,NA,1.142857143,NA
Jazz,0.102121795,133.4998549,0.69645614,134.3558593,0.542,138.6197227,0.756824494,-13.30007232,0.038027936,-25.22457088,0.31594198,136.0786873,-0.200580039,NA,0.641920255,134.4629353,NA,0.581990505,0.659119702,NA,NA,NA,1,NA
Metal,0.126891892,63.573485,0.407979933,64.43334796,0.7444,53.74457,0.50167507,-13.34733613,0.060296359,-20.85356583,0.374690476,64.50457768,3.591729225,NA,0.304814691,64.43330699,NA,0.803646182,0.79737847,NA,NA,NA,NA,NA
Rock,0.259619289,111.0201813,0.524598319,111.7700958,0.7057,105.171528,0.514452135,-15.7952975,0.062002931,-22.11738881,0.271804615,107.1054231,-8.832524055,NA,0.242793277,111.6763431,NA,0.732899839,0.719473525,NA,NA,NA,NA,NA
Electronic,0.174731034,138.6268492,0.579635897,139.5724503,0.804125,127.3585075,0.705830769,-13.64597212,0.044445654,-25.25359712,0.359265144,139.004246,5.009741266,NA,0.704547863,139.691093,NA,0.211089208,0.411159075,NA,NA,NA,1.818181818,NA
Reggae,0.108046154,101.2842541,0.779181298,101.8662141,0.630777778,73.29441222,0.729639509,-17.26635156,0.053763571,-28.68577679,0.343023065,101.920583,6.754853702,NA,0.560764313,101.7692603,NA,0.37039659,0.549352825,NA,NA,NA,NA,NA
Latin,0.121657407,104.0583365,0.062034301,105.1701215,0.7067,94.779819,0.540274669,-7.335306205,0.054084608,-14.59000814,0.465405392,104.4581508,6.419437436,NA,0.269762533,105.2395718,NA,0.71649171,0.805478486,NA,NA,NA,NA,NA
Rap,0.172805556,122.2726371,0.676212329,123.6835803,0.542625,90.1905675,0.763690385,-10.75927981,0.053465769,-24.12091058,0.384652965,123.5408952,-0.809694952,NA,0.764278539,123.5425635,NA,0.6383055,0.660521124,NA,NA,NA,NA,NA
Electronic,0.233908654,194.7235258,0.735709677,196.1301371,0.647266667,191.5570253,0.587740631,-8.764061273,0.059651517,-18.85756871,0.399071436,193.4168443,10.8734302,NA,0.472759857,196.2473966,NA,0.713788912,0.755041526,NA,NA,NA,NA,NA
Rock,0.067580247,109.763121,0.533618902,112.1432811,0.5251,94.613044,0.485736593,-10.42785804,0.059997366,-17.52771293,0.347896162,102.1287994,3.98659582,NA,0.371806402,112.313185,NA,0.381322792,0.464596141,NA,NA,NA,NA,NA
Rap,0.061012048,137.3992835,0.435449074,137.0900206,0.361785714,116.80163,0.687625337,-9.757916442,0.06047478,-20.79141509,0.397449386,136.0018476,3.087372492,NA,0.207466976,137.0900894,NA,0.419749846,0.571991195,NA,NA,NA,1,NA
Rock,0.189065934,86.63447253,0,87.32894258,0.635888889,69.42643222,0.317104972,-4.129699816,0.06087698,-8.75514733,0.451891805,80.59662164,7.98434116,NA,0.068701613,87.49113817,NA,0.85137549,0.853940988,NA,NA,NA,1,NA
Blues,0.365303327,96.55283632,0.365303327,96.55283632,0.68725,90.8873125,0.641441931,-22.8279457,0.070548175,-32.44993363,0.311668175,92.69866784,0.538940045,NA,0.16712145,96.55279126,NA,0.657460379,0.707706264,NA,NA,NA,NA,NA
Rock,0.14876,5.483584,0.14876,5.483584,NA,NA,0.369407407,-21.31259259,0.079626667,-27.59503704,0.270271605,5.485573704,12.07778086,NA,0.14876,5.483584,NA,0.734857372,0.83569721,NA,NA,NA,NA,NA
Rock,0.147584746,67.94957008,0.371084211,68.52655857,0.791428571,46.41626,0.408959781,-6.686857404,0.04858947,-12.37556307,0.487837904,65.95455612,6.994335161,NA,0.202330526,68.4543982,NA,0.438815921,0.522605525,NA,NA,NA,1,NA
Jazz,0.1746,95.4201185,0.532099467,96.10012465,0.713,83.982483,0.66729097,-27.3131427,0.035567871,-36.17076366,0.270520253,92.36658127,-4.502222408,NA,0.474848889,96.10027635,NA,0.7692073,0.769387842,NA,NA,NA,1,NA
Rock,0.103641975,106.458587,0.352687117,107.4340275,0.5059,91.684656,0.402540845,-6.466629577,0.05192969,-12.56398028,0.41698439,101.3185956,6.926154577,NA,0.215988776,107.4323206,NA,0.551568898,0.628011254,NA,NA,NA,1,NA
Jazz,0.149652361,138.5892757,0.060280214,139.1871903,0.804777778,110.3286822,0.481763605,-17.27365816,0.046856378,-23.78058418,0.408439768,140.6860662,4.867652707,NA,0.193434457,139.1870193,NA,0.723286363,0.756314866,NA,NA,NA,1,NA
Rap,0.113545455,59.55413636,0.467005935,60.78227273,0.858,51.203975,0.679937269,-11.65374354,0.054696531,-22.10499077,0.372948493,61.34044155,2.059047817,NA,0.194247774,60.69334168,NA,0.339168791,0.543047997,NA,NA,NA,1,NA
Rock,0.093237037,128.0832005,0.725163004,129.2713992,0.4247,92.876041,0.711022684,-10.2653828,0.03569431,-21.22952647,0.396842155,129.961907,1.313909263,NA,0.677548033,129.271703,NA,0.465931604,0.517493916,NA,NA,NA,1,NA
Rap,0.11132381,143.7535412,0.607315914,144.6124281,0.474357143,148.0147921,0.737415232,-7.018055629,0.050450318,-17.75555695,0.368904525,145.0489749,3.679370916,NA,0.627445633,144.6123952,NA,0.360904343,0.501225803,NA,NA,NA,1.111111111,NA
Electronic,0.118628571,75.03788714,0.278288462,77.79484923,0.675857143,72.61969571,0.238523636,-26.86530909,0.134450982,-30.42371273,0.362590303,71.28081385,-15.06574879,NA,0.048267308,77.94333731,NA,0.767559305,0.826808657,NA,NA,NA,1,NA
Rock,0.15451269,200.5780301,0.109810409,203.1744566,0.6239,195.134637,0.42458979,-10.93803555,0.072686253,-16.43796263,0.31937048,195.9767649,3.311168946,NA,0.088925651,203.299303,NA,0.383676684,0.498091253,NA,NA,NA,1,NA
Blues,0.427775348,111.6910459,0.427775348,111.6910459,0.5645,94.797297,0.610339806,-18.03036044,0.063252002,-26.31923544,0.328528722,110.4766074,1.39286964,NA,0.15576862,111.6905919,NA,0.637621387,0.671198083,NA,NA,NA,1,NA
Rock,0.275535256,190.2076843,0.275535256,190.2076843,0.74075,178.5433288,0.639360772,-16.45779293,0.041165447,-26.4902328,0.369805466,196.9572828,1.339560986,NA,0.314435061,190.2069348,NA,0.460747051,0.506831925,NA,NA,NA,1,NA
Rock,0.192251701,109.2862806,0.39892555,110.3995421,0.872333333,75.98566,0.422197574,-9.746904679,0.062008544,-15.04253726,0.283884171,111.619496,-1.067818169,NA,0.117625528,110.3991648,NA,0.72403549,0.703395677,NA,NA,NA,NA,NA
Rock,0.094482412,115.8211203,0.1753325,116.84344,0.706307692,109.83251,0.601149614,-15.82912066,0.04635749,-24.50220656,0.416860763,113.3767911,1.135991232,NA,0.29026,116.9165045,NA,0.766050188,0.818614028,NA,NA,NA,1.125,NA
Country,0.110179245,89.46622142,0.389882629,90.52383587,0.651,89.77233625,0.586860054,-29.1092269,0.063242554,-36.35442255,0.428540648,87.64343658,-11.04424683,NA,0.261771395,90.52382706,NA,0.669429687,0.678965515,NA,NA,NA,NA,NA
Rock,0.399452893,142.6697051,0.399452893,142.6697051,0.5867,135.832635,0.660062575,-21.4817509,0.059019434,-30.85496992,0.231870939,142.2522671,-6.934177798,NA,0.193319272,142.669346,NA,0.406090677,0.492468665,NA,NA,NA,1.833333333,NA
Electronic,0.131551887,189.1780688,0.783334507,189.8473888,0.57025,213.2704908,0.681361389,-8.19115676,0.038874945,-18.86742399,0.427635236,193.6696067,4.876239172,NA,0.639173224,189.847408,NA,0.517988021,0.54393456,NA,NA,NA,1,NA
Metal,0.127791209,126.9533397,0.358154799,128.7162699,0.543272727,117.4282327,0.479120042,-8.640197286,0.047050668,-14.66254697,0.39376618,118.5366335,5.129763135,NA,0.058548762,128.8150154,NA,0.705643014,0.768396045,NA,NA,NA,NA,NA
NewAge,0.097508929,96.54669107,0.555603982,98.06627004,0.601888889,83.89595778,0.556637288,-16.10074576,0.035821062,-23.78378192,0.267418267,98.10496667,1.208390772,NA,0.248231563,98.06623482,NA,0.625346053,0.64937099,NA,NA,NA,NA,NA
Rock,0.110342466,80.4679174,0.516455782,81.29212983,0.5711,73.402023,0.640603321,-17.18745018,0.054333395,-26.10019004,0.320734317,81.45297972,8.702964791,NA,0.330336735,81.429635,NA,0.710935801,0.711816042,NA,NA,NA,1,NA
Rock,0.137302469,103.2077333,0.474487768,103.9950161,0.62875,87.91687833,0.610872619,-11.15478333,0.049095738,-19.90522976,0.37916369,103.6067164,1.564114583,NA,0.32937156,103.9158727,NA,0.391653447,0.447373595,NA,NA,NA,1,NA
Blues,0.058979167,65.87803188,0.494994845,67.61384,0.313142857,54.88644429,0.552713533,-11.86657293,0.058985905,-18.64515114,0.360815466,67.09357482,11.37359871,NA,0.282698454,67.35350441,NA,0.63351495,0.680246259,NA,NA,NA,NA,NA
Rock,0.150927481,194.8082675,0.440966698,195.5497472,0.661166667,183.1730178,0.466898381,-12.54529946,0.067740324,-18.04311061,0.332440722,200.8225831,11.10505875,NA,0.164205994,195.4569404,NA,0.707925649,0.772873789,NA,NA,NA,NA,NA
RnB,0.092049383,129.1488165,0.677362096,129.9453724,0.4616,124.137924,0.609283744,-12.08572414,0.052269369,-22.00356847,0.341435304,128.8359139,8.546068309,NA,0.677362096,129.9453724,NA,0.35130075,0.514690304,NA,NA,NA,1,NA
Electronic,0.105680498,226.9766257,0.787845041,227.6826722,0.764230769,269.2320915,0.737812602,-13.55114187,0.033376402,-27.73152683,0.402309722,233.6537946,12.0211707,NA,0.642165204,227.6827316,NA,0.715111712,0.78289618,NA,NA,NA,NA,NA
World,0.219940639,147.8860216,0.223491654,148.3365132,0.467545455,136.2349618,0.48737967,-11.77730756,0.055517932,-18.41271069,0.420654286,140.4496498,11.41491659,NA,0.225140111,148.3365724,NA,0.698746044,0.772145277,NA,NA,NA,1,NA
Rock,0.148530612,112.6221303,0.53314899,113.4825526,0.561666667,81.507075,0.463918828,-6.433939121,0.048452897,-12.79849493,0.441312946,98.5303064,7.722258174,NA,0.223744466,113.4825994,NA,0.724417196,0.76066531,NA,NA,NA,NA,NA
Rap,0.177878049,26.61252463,0.382608,27.42910384,0.676666667,14.18214667,0.797445087,-17.69211561,0.088138208,-33.82719653,0.399214836,27.21257659,10.06719075,NA,0.242971888,27.42959679,NA,0.518146433,0.655133468,NA,NA,NA,NA,NA
Rap,0.105179856,103.823454,0.422436494,104.5729717,0.478545455,101.3659327,0.655152352,-8.987144172,0.06261409,-18.26342536,0.370583759,106.2980618,7.502384117,NA,0.447500894,104.6665882,NA,0.657030767,0.690051009,NA,NA,NA,NA,NA
Reggae,0.094215054,113.9221142,0.527053476,114.8380863,0.546636364,111.8309773,0.66738835,-15.25976893,0.054261117,-24.96724466,0.399146359,116.6562973,10.91374693,NA,0.631634179,114.8378505,NA,0.573887039,0.656851002,NA,NA,NA,NA,NA
Rock,0.117851485,115.2770156,0.509134804,116.7036556,0.66325,102.6388575,0.500997442,-18.73956138,0.052314041,-25.62943606,0.317401748,106.8318334,-6.718648338,NA,0.255564082,116.6084884,NA,0.58360219,0.626436564,NA,NA,NA,1,NA
Pop,0.129082192,136.8833282,0.384884157,137.8216897,0.7162,130.839588,0.466305851,-10.01924601,0.056076117,-15.4871383,0.354187057,138.6318893,9.361437389,NA,0.239051064,137.8217431,NA,0.360491063,0.549920936,NA,NA,NA,1.1,NA
Rock,0.169034749,231.7026044,0.370919231,233.1809,0.5543125,229.8837294,0.518976992,-13.51570314,0.038296465,-20.95324579,0.413343855,232.0530398,-0.458916199,NA,0.28845124,233.1823483,NA,0.488216399,0.532573086,NA,NA,NA,1,NA
Jazz,0.464495601,141.9251413,0.464495601,141.9251413,0.391454545,128.8841391,0.53353903,-21.27373213,0.042745259,-31.14717173,0.519070666,141.681961,4.882279855,NA,0.164652004,141.9252646,NA,0.723286363,0.756314866,NA,NA,NA,1,NA
Country,0.095520408,102.234222,0.722536709,103.8082299,0.493545455,103.1459136,0.604629055,-17.95589704,0.043437715,-26.0771763,0.293731429,101.8964434,2.585786084,NA,0.505468948,103.8082193,NA,0.615065079,0.647701166,NA,NA,NA,NA,NA
Rock,0.20427027,104.5828452,0.04196875,105.048604,0.623636364,98.87978455,0.217091837,-4.506120748,0.055569439,-8.384644558,0.529032738,103.2123469,9.696803713,NA,0.097729911,105.1648137,NA,0.697357109,0.750923665,NA,NA,NA,1.714285714,NA
Electronic,0.159905263,94.71677484,0.563291667,95.46103208,0.790333333,63.058325,0.674698828,-9.537259693,0.026343336,-21.1731578,0.420046063,97.21708759,16.541854,NA,0.468854262,95.46107169,NA,0.449495704,0.580989754,NA,NA,NA,1.2,NA
Rock,0.556596273,88.06746654,0.556596273,88.06746654,0.772714286,86.8429,0.666501433,-16.76527077,0.042705444,-27.00469341,0.367625836,83.50773166,8.188122373,NA,0.470597308,87.97688959,NA,0.61742212,0.699470744,NA,NA,NA,NA,NA
Rock,0.136702857,146.7937897,0.462942939,147.6205916,0.626428571,87.78536286,0.52667206,-10.4622945,0.055396224,-17.44517584,0.298037127,152.1714685,3.158391316,NA,0.308653105,147.6204099,NA,0.405741966,0.472108536,NA,NA,NA,1.166666667,NA
Rock,0.14207732,143.0273895,0.170934447,143.9518569,0.5535,128.1193933,0.39581953,-8.985615575,0.072803548,-13.80612361,0.346844355,140.1803971,6.191541924,NA,0.144017995,144.0443571,NA,0.81996544,0.791443631,NA,NA,NA,NA,NA
Rock,0.109568182,155.1056789,0.263726244,156.5090337,0.4919375,152.1316931,0.690230904,-19.87600615,0.045730553,-29.76985338,0.329004024,154.7926257,3.551671569,NA,0.606512048,156.5079722,NA,0.815629239,0.836765576,NA,NA,NA,1.222222222,NA
Country,0.091958904,136.1720289,0.344308094,136.8281633,0.480454545,140.8570691,0.503033738,-16.33139406,0.075927449,-22.83632524,0.265662731,130.8277367,-0.681154521,NA,0.10279085,136.8269985,NA,0.428872626,0.514755085,NA,NA,NA,1.333333333,NA
Country,0.146563636,65.89317709,0.296577093,68.78321855,0.568125,58.1777775,0.433875,-18.91967021,0.102288936,-24.98774202,0.255947695,69.70445029,6.294046099,NA,0.110213656,68.63219104,NA,0.683909682,0.695192174,NA,NA,NA,NA,NA
RnB,0.08218018,137.4415987,0.60171875,138.3685854,0.589363636,125.57012,0.728632099,-14.59505679,0.041423374,-26.52239342,0.464252949,141.7693514,5.602898011,NA,0.52385818,138.2141482,NA,0.580489457,0.697485472,NA,NA,NA,NA,NA
Country,0.123367647,67.68454471,0.620199275,68.93188764,0.536285714,67.68616857,0.458432432,-13.53921441,0.052805009,-19.41616396,0.42984039,70.5967376,1.798498949,NA,0.274519928,69.05669853,NA,0.236594526,0.384685539,NA,NA,NA,NA,NA
Rock,0.16305,71.7418305,0.32962963,73.3442509,0.5457,67.317267,0.416612048,-11.31080241,0.052013976,-16.81876627,0.327806024,69.28523728,7.637680522,NA,0.223296754,73.34360267,NA,0.615160339,0.667903774,NA,NA,NA,NA,NA
Punk,0.146536232,66.07163072,0.431156584,67.53557149,0.7288,47.26565,0.409152882,-12.33866165,0.063710827,-17.08956642,0.344704261,70.51300847,2.406660819,NA,0.223480427,67.65680753,NA,0.590399195,0.623976639,NA,NA,NA,1,NA
Pop,0.090630631,126.1583886,0.507859688,127.2919704,0.545916667,99.61703833,0.510784372,-12.42790504,0.054317873,-19.84171118,0.343366057,122.7812519,2.333910732,NA,0.224083101,127.2918524,NA,0.690714391,0.693294795,NA,NA,NA,NA,NA
Folk,0.378038532,84.50460306,0.378038532,84.50460306,0.723875,70.18523625,0.658515556,-13.30978667,0.050455407,-22.46384,0.36772716,83.88603298,2.689783704,NA,0.242801835,84.5819196,NA,0.711834663,0.760159677,NA,NA,NA,NA,NA
Rap,0.134581395,115.0328629,0.121546703,117.6301977,0.383083333,100.1113,0.702447959,-12.16951429,0.064991316,-23.27105204,0.32752585,116.7165249,0.676265221,NA,0.304282967,117.7912934,NA,0.42383343,0.523336273,NA,NA,NA,1.111111111,NA
Blues,0.205552301,124.8408514,0.248361613,125.5387973,0.475857143,111.8877993,0.557024213,-9.041205811,0.066515787,-16.14760291,0.298679883,129.2407875,3.150077583,NA,0.248361613,125.5387973,NA,0.609611883,0.671094477,NA,NA,NA,NA,NA
Rock,0.11087156,92.61399505,0.376747727,93.67821445,0.6196,76.114289,0.387931227,-4.351849442,0.073378996,-9.323730483,0.380262237,90.92447113,7.692783457,NA,0.20003413,93.67821602,NA,0.580154256,0.607943523,NA,NA,NA,1,NA
Rock,0.10955102,83.73160684,0.547944584,85.01740131,0.652666667,71.72579222,0.560557756,-5.562935644,0.049090957,-12.95739934,0.383952283,84.36536653,5.589957096,NA,0.354578086,85.12449932,NA,0.677736599,0.668126157,NA,NA,NA,NA,NA
Folk,0.49385974,98.94080597,0.49385974,98.94080597,0.407461538,100.1616515,0.679894061,-22.04761477,0.067269037,-30.71126806,0.320565543,99.87588323,-10.02782879,NA,0.268459038,98.94123046,NA,0.431766481,0.510553365,NA,NA,NA,NA,NA
Rock,0.099387097,137.6139153,0.82888978,138.7247479,0.563444444,129.2933456,0.748686254,-16.91054984,0.041429402,-29.3849192,0.313713449,140.3989577,-0.499348811,NA,0.775163163,138.7246966,NA,0.859735097,0.803938892,NA,NA,NA,1,NA
Electronic,0.096722222,146.5699605,0.824629948,147.5840183,0.491133333,124.8024373,0.651967626,-10.87710911,0.042266924,-21.24538129,0.431984412,144.8625324,12.19004087,NA,0.428902837,147.647402,NA,0.811260612,0.77351817,NA,NA,NA,1,NA
Jazz,0.223487239,151.7328391,0.223487239,151.7328391,0.488083333,140.2711225,0.537553452,-22.55848886,0.061356303,-29.5341314,0.269850965,147.9579164,-11.05237073,NA,0.25412892,151.7339135,NA,0.676520546,0.697636107,NA,NA,NA,1,NA
Rap,0.102381818,40.08337309,0.614053812,40.80642278,0.70325,33.316935,0.774258427,-24.12015169,0.050874494,-37.12382022,0.35921161,40.20733649,4.394976826,NA,0.627118834,40.71614298,NA,0.684708594,0.71086866,NA,NA,NA,1,NA
Rock,0.141306667,134.1416029,0.562633058,135.4793304,0.552666667,130.5440633,0.462127199,-10.02697564,0.055796779,-15.66281191,0.338299053,133.3528391,1.132793866,NA,0.263669694,135.4791408,NA,0.481518907,0.538534897,NA,NA,NA,1.333333333,NA
Metal,0.377229885,83.29022575,0.377229885,83.29022575,0.553428571,71.77719571,0.35191048,-4.874176856,0.073153384,-9.173460699,0.488548763,81.84587952,6.682991994,NA,0.141574713,83.45015025,NA,0.567084619,0.639886118,NA,NA,NA,NA,NA
Rock,0.128695122,81.12998122,0.470318182,82.37693491,0.555333333,90.104755,0.352755889,-4.474464668,0.072200899,-8.92211349,0.403437009,74.76786347,4.830730193,NA,0.200277273,82.50180698,NA,0.785682888,0.790394433,NA,NA,NA,NA,NA
Reggae,0.070290323,91.63358355,0.799662234,92.36787638,0.56,96.25848,0.758221228,-23.30938235,0.052400537,-35.24535038,0.364526961,91.53927894,3.664170929,NA,0.455435784,92.28601836,NA,0.6112982,0.633478288,NA,NA,NA,1,NA
Folk,0.269657778,138.3185892,0.278776627,138.8994563,0.642833333,130.8036375,0.417853437,-15.83238521,0.071554799,-21.37601167,0.314199416,145.7344524,-3.999798422,NA,0.088765706,138.8952881,NA,0.633621335,0.658988003,NA,NA,NA,NA,NA
Rock,0.121141593,94.01201885,0.337170678,95.36018416,0.628666667,67.15123833,0.416500785,-9.43455416,0.054397159,-14.76493878,0.503251439,86.25906584,11.79803244,NA,0.115633078,95.35606941,NA,0.728570859,0.724748107,NA,NA,NA,NA,NA
Rock,0.113527778,116.6435064,0.427986207,118.269983,0.540333333,105.7189458,0.389538147,-6.270674387,0.059661158,-11.28638011,0.403954246,105.5504543,6.566426203,NA,0.246210587,118.2701296,NA,0.703795795,0.777752365,NA,NA,NA,NA,NA
Rock,0.08883871,121.4451035,0.562607676,122.485712,0.725571429,101.7068086,0.597,-8.579148913,0.037622457,-16.62714565,0.436271286,115.8763132,8.766110598,NA,0.390801917,122.4856555,NA,0.600474121,0.661592457,NA,NA,NA,1,NA
Rap,0.17673057,162.0934083,0.414006861,162.6497483,0.453928571,179.0026014,0.611775436,-10.47229982,0.04271053,-20.18695364,0.372744531,160.3911878,4.699778497,NA,0.328462243,162.5569037,NA,0.350986845,0.555666849,NA,NA,NA,NA,NA
Rock,0.174040541,115.0993126,0.215102662,115.5258044,0.711818182,131.0684255,0.410136296,-16.54104593,0.061037941,-21.67633037,0.242068889,112.0284349,-5.86043963,NA,0.06460608,115.452714,NA,0.371888597,0.473043542,NA,NA,NA,2,NA
RnB,0.166066116,83.09158426,0.166066116,83.09158426,0.336111111,102.4827189,0.564405357,-20.4181,0.0664125,-27.40836786,0.346806994,83.25631171,-10.77442619,NA,0.238406336,82.86320051,NA,0.780005975,0.81328297,NA,NA,NA,NA,NA
Rock,0.127329193,161.8312083,0.507893354,162.8404236,0.617909091,151.9498573,0.604802657,-11.80577799,0.053982154,-19.38927514,0.25313433,162.627159,1.760451455,NA,0.395021655,162.8401408,NA,0.758707022,0.729251714,NA,NA,NA,NA,NA
Rock,0.024183556,186.8909856,0.024183556,186.8909856,0.461142857,161.4724664,0.827657326,-6.136288967,0.050768039,-24.00203269,0.3997374,182.2823896,8.897497665,NA,0.79972449,186.7719375,NA,0.723875014,0.735079646,NA,NA,NA,1,NA
Rock,0.210694737,136.9278347,0.406583765,138.245582,0.577454545,117.0715164,0.465757202,-11.66527572,0.071258038,-17.74178189,0.279390947,123.7479947,-1.378256173,NA,0.090683938,138.1263861,NA,0.414743189,0.508916312,NA,NA,NA,NA,NA
Rock,0.156082969,107.6283993,0.067706522,107.9922904,0.673583333,95.81958833,0.356554717,-5.306026415,0.071955415,-10.35940943,0.459320912,103.7127143,8.484883648,NA,0.067706522,107.9922904,NA,0.437419981,0.567080883,NA,NA,NA,1,NA
Reggae,0.123508929,99.40225179,0.350504425,100.066182,0.471916667,86.78244583,0.668097859,-13.05237615,0.055632248,-23.59407645,0.34594024,97.71778992,7.525913863,NA,0.507498894,100.1769843,NA,0.626551513,0.710334457,NA,NA,NA,NA,NA
Punk,0.159602273,169.3947207,0.093566434,170.1378593,0.612625,149.29597,0.375440851,-13.03072255,0.068940562,-18.08660255,0.487499149,162.5632074,10.71955759,NA,0.13132028,170.2568904,NA,0.741836788,0.815111872,NA,NA,NA,1,NA
Electronic,0.186578313,220.5111408,0.667829171,221.8221052,0.766571429,196.8733936,0.580443193,-12.85403526,0.029351195,-25.90968658,0.332571172,200.9496719,1.424847821,NA,0.524696955,221.8212518,NA,0.63959433,0.713173563,NA,NA,NA,NA,NA
Rap,0.092485714,106.8368681,0.408089783,107.3991602,0.415222222,88.26868111,0.650550363,-11.61123988,0.0584673,-21.09232503,0.440292748,106.353266,9.127165196,NA,0.333071981,107.1504868,NA,0.600647464,0.672950528,NA,NA,NA,1,NA
Rap,0.444685714,51.88087029,0.444685714,51.88087029,0.569333333,16.24992667,0.756606654,-9.685694716,0.047179295,-21.91242074,0.354031148,51.89284556,3.836306751,NA,0.627634286,52.28052171,NA,0.69206864,0.751511154,NA,NA,NA,NA,NA
Rock,0.141464646,129.7364613,0.435129225,130.5866168,0.484916667,110.1324042,0.442084791,-12.00287618,0.050096676,-17.78020861,0.370436631,118.743552,8.100336586,NA,0.138949355,130.5857701,NA,0.454180281,0.543002626,NA,NA,NA,1.111111111,NA
Reggae,0.089769231,82.934592,0.221093074,84.22352426,0.6407,66.275589,0.670513213,-7.97106815,0.066936592,-17.60404312,0.36456815,84.30765584,7.054613584,NA,0.467440476,84.13200923,NA,0.424650871,0.529098533,NA,NA,NA,1,NA
Electronic,0.12038587,179.2701114,0.298273713,179.9979983,0.598214286,143.42753,0.495972366,-9.5712654,0.066238935,-16.71630282,0.43822678,166.4440949,6.328602859,NA,0.294460027,180.1196264,NA,0.298663327,0.485269354,NA,NA,NA,1,NA
Country,0.109767123,123.8718762,0.294657581,124.7120006,0.58,103.6158455,0.717220472,-19.12082227,0.060697357,-29.09832508,0.337561586,125.1723892,6.873750844,NA,0.157994885,124.7122217,NA,0.622893082,0.64905711,NA,NA,NA,1,NA
Rock,0.16477459,194.4425245,0.220292135,195.6418067,0.583705882,185.50032,0.382490535,-11.12758519,0.052871424,-16.05385679,0.408220713,192.9746783,7.149279767,NA,0.145069494,195.6418366,NA,0.602104858,0.67908636,NA,NA,NA,NA,NA
Country,0.044451613,84.59384742,0.48862605,88.08349345,0.388545455,81.42661364,0.684274223,-23.29988665,0.088787331,-34.8584479,0.310931749,90.69627726,4.312581353,NA,0.430018868,88.08403384,NA,0.277979163,0.450300286,NA,NA,NA,NA,NA
Rap,0.142126984,89.9296823,0.368491159,91.00127794,0.545375,80.792785,0.5354,-6.202410256,0.059633538,-13.65392692,0.355690812,89.51970631,9.262587821,NA,0.360545633,91.00130721,NA,0.471427605,0.604745865,NA,NA,NA,1,NA
Blues,0.232658263,81.00920994,0.232658263,81.00920994,0.452090909,72.19674273,0.719964215,-30.64146322,0.076674473,-41.9481173,0.215162028,81.08396304,-11.28650596,NA,0.139357644,81.00922,NA,0.649485413,0.704154532,NA,NA,NA,1,NA
Rock,0.119320755,141.1084803,0.3234625,142.6659813,0.701,121.463473,0.377379447,-4.701914361,0.071200988,-9.374501976,0.320727163,129.874236,10.53228656,NA,0.17134192,142.6659476,NA,0.309824363,0.51543796,NA,NA,NA,1,NA
Rock,0.303572271,63.11467684,0.303572271,63.11467684,0.63425,57.612835,0.352584577,-2.863126866,0.067733582,-7.354820896,0.390419569,58.35240398,7.284105307,NA,0.189182891,63.02210771,NA,0.785682888,0.790394433,NA,NA,NA,NA,NA
Rap,0.038375,23.718485,0.628651515,40.32536833,0.3154,38.23909,0.739989209,-29.05283453,0.074063273,-41.31844964,0.35907554,42.77968489,-5.554526978,NA,0.196636364,40.47435061,NA,0.671961965,0.765569698,NA,NA,NA,1,NA
RnB,0.092968,124.9796909,0.324130982,127.4438177,0.419625,110.367725,0.524489063,-26.72683906,0.086853844,-33.72785625,0.244630208,130.6891225,-9.543997786,NA,0.167148428,127.4438112,NA,0.805762654,0.79339287,NA,NA,NA,1,NA
Rock,0.099028571,61.02470229,0.666120141,61.90580852,0.657428571,50.72810857,0.591351293,-7.926105603,0.050043599,-16.70039224,0.351306753,56.84062838,4.668074174,NA,0.4345053,62.01574604,NA,0.634925464,0.651906249,NA,NA,NA,NA,NA
